"","week_num","product_analytic_sub_category","total_gmv","total_units","no_of_orders","total_payment_cod","total_payment_prepaid","avg_sla","avg_product_mrp","avg_product_procurement_sla","avg_discount","avg_unitPrice","Total.Investment","TV","Digital","Sponsorship","Content.Marketing","Online.marketing","Affiliates","SEM","Radio","Other","spl_days","NPS"
"26",10,"HomeAudio",8853748,4296,4272,3286,986,5.60861423220974,3613.69803370787,2.81647940074906,35.1686516853933,2061.96020599251,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"27",11,"CameraAccessory",9394501,6969,6767,4676,2091,6.35702674745086,2538.61312250628,2.98773459435496,44.6134683020541,1374.16033692922,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"28",11,"GamingAccessory",4389248.00168512,5159,4905,3824,1081,5.55840978593272,2003.39836901121,2.98185524974516,40.5507889908257,876.973700420328,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"29",11,"HomeAudio",8309944,4188,4152,3264,888,5.66088631984586,3462.43352601156,2.94123314065511,34.6473603082852,1986.69460500963,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"30",12,"CameraAccessory",9247874,6566,6330,4452,1878,6.75608214849921,2521.91279620853,2.96050552922591,44.5201232227488,1421.87361769352,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"31",12,"GamingAccessory",4552792.00067069,4633,4461,3504,957,6.16341627437794,2803.05178211163,3.0130015691549,37.873922887245,996.414257043419,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"32",12,"HomeAudio",7542054,3910,3862,3032,830,6.49404453650958,3219.18021750388,2.7477990678405,35.1759399274987,1936.64319005697,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"33",13,"CameraAccessory",8826469,6861,6631,4809,1822,6.19770773638968,2606.33071934851,3.19800935002262,48.9174196953702,1314.23390137234,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"34",13,"GamingAccessory",4800420,5334,5136,4118,1018,6.09151090342679,2678.64563862928,2.90031152647975,42.917441588785,916.793224299065,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"35",13,"HomeAudio",8093023,4249,4223,3275,948,6.34904096613782,3206.68505801563,2.66848212171442,33.2623727208146,1906.85507932749,22.47,0.91,0.326666666666667,14.6533333333333,0.14,3.82666666666667,1.16666666666667,1.44666666666667,0,0,0,10.9433333333333
"36",14,"CameraAccessory",6535409,6970,6817,5546,1271,5.45753263899076,2227.34164588529,2.48217691066452,60.7624526917999,945.787883233094,36.151935483871,1.31064516129032,2.48537634408602,18.4868817204301,0.678064516129032,5.26924731182796,1.52150537634409,6.38086021505376,0,0,0,10.1568817204301
"37",14,"GamingAccessory",2794769,2941,2851,2381,470,5.88144510698001,2644.97053665381,3.03402314977201,39.3119431778323,954.704314275693,36.151935483871,1.31064516129032,2.48537634408602,18.4868817204301,0.678064516129032,5.26924731182796,1.52150537634409,6.38086021505376,0,0,0,10.1568817204301
"38",14,"HomeAudio",5167032,2671,2645,2064,581,6.26654064272212,3183.56635160681,2.53308128544423,33.2067296786389,1942.73043478261,36.151935483871,1.31064516129032,2.48537634408602,18.4868817204301,0.678064516129032,5.26924731182796,1.52150537634409,6.38086021505376,0,0,0,10.1568817204301
"39",15,"CameraAccessory",3917137,3194,3114,2355,759,6.35131663455363,2295.81374438022,2.84971098265896,44.8874116891458,1240.25080282595,38.4322580645161,1.37741935483871,2.84516129032258,19.1258064516129,0.767741935483871,5.50967741935484,1.58064516129032,7.20322580645161,0,0,0,10.0258064516129
"40",15,"GamingAccessory",1891583,2255,2156,1786,370,5.78942486085343,1945.09879406308,2.70871985157699,38.8632467532468,837.102968460111,38.4322580645161,1.37741935483871,2.84516129032258,19.1258064516129,0.767741935483871,5.50967741935484,1.58064516129032,7.20322580645161,0,0,0,10.0258064516129
"41",15,"HomeAudio",3752577,1952,1918,1522,396,5.99009384775808,3164.66110531804,2.67205422314911,33.6655630865485,1924.86600625652,38.4322580645161,1.37741935483871,2.84516129032258,19.1258064516129,0.767741935483871,5.50967741935484,1.58064516129032,7.20322580645161,0,0,0,10.0258064516129
"42",16,"CameraAccessory",12893219.0917416,10911,10573,7519,3054,6.39137425517828,2387.75257731959,3.08928402534758,53.0754450014187,1205.96080441978,38.4322580645161,1.37741935483871,2.84516129032258,19.1258064516129,0.767741935483871,5.50967741935484,1.58064516129032,7.20322580645161,0,0,3,10.0258064516129
